asin,url,category,rank,title,price,review_count,rating
B0018NBVKQ,https://www.amazon.com/dp/B0018NBVKQ,"Arts, Crafts & Sewing",#1,"Apple Barrel Acrylic Paint in Assorted Colors (8 Ounce), 20403 White",2.97,"25,259",4.8 out of 5 stars
B0C3QP952N,https://www.amazon.com/dp/B0C3QP952N,"Arts, Crafts & Sewing",#3,"BADCOLOR Black Cream-Blendable Face Body Paint Stick for Adults Children Eye Black Softball Football Baseball Sports , Non-Toxic Hypoallergenic for Halloween SFX Makeup Cosplay Joker Costume Parties",5.99,"1,841",4.3 out of 5 stars
B0CP48JPCH,https://www.amazon.com/dp/B0CP48JPCH,"Arts, Crafts & Sewing",#4,"ARTISTRO Acrylic Paint Markers for Rock, Fabric, Wood, Glass, Craft - 24 Quick Dry Dual-Tip Paint Pens for Halloween Decorations - Pumpkin Painting Kit, Drawing Markers, Art Supplies, Christmas Gift",9.97,"5,290",4.6 out of 5 stars
B08CGMYQGN,https://www.amazon.com/dp/B08CGMYQGN,"Arts, Crafts & Sewing",#5,"UCANBE Athena Face Body Paint Oil Palette, Professional Flash Non Toxic Safe Tattoo Halloween FX Party Artist Fancy Makeup Painting Kit For Kids and Adult",20.99,"12,491",4.4 out of 5 stars
B0CMD7TNS8,https://www.amazon.com/dp/B0CMD7TNS8,"Arts, Crafts & Sewing",#6,"FITTDYHE Fabric Glue Permanent, 60 ML Washable Clear Clothing Glue, Super Fabric Adhesive for Rhinestones, Patches, Clothes, Denim, Leather, Polyester, Fabrics, Doll Repair, Flannel, Cotton",9.69,"3,535",4.5 out of 5 stars
B09W1HR5VD,https://www.amazon.com/dp/B09W1HR5VD,"Arts, Crafts & Sewing",#7,Red Heart Super Saver Black Yarn - 3 Pack of 198g/7oz - Acrylic - 4 Medium (Worsted) - 364 Yards - Knitting/Crochet,11.31,"25,935",4.7 out of 5 stars
B07YDDX4JL,https://www.amazon.com/dp/B07YDDX4JL,"Arts, Crafts & Sewing",#9,"3-Pack 8"" Heavy Duty Scissors with Ultra Sharp Blades and Comfort Grip Handles - For Office, Home, School, Sewing, and Crafts",8.49,"83,492",4.8 out of 5 stars
B0BXKB7QF6,https://www.amazon.com/dp/B0BXKB7QF6,"Arts, Crafts & Sewing",#10,"Coquimbo Sewing Kit Christmas Stocking Stuffers White Elephant Gifts for Adults Teen Girls Mom Grandma Beginner Traveler, Portable Sewing Supplies Accessories with Thread, Needles, Scissors (Black, M)",5.98,"58,732",4.5 out of 5 stars
B089T7PX27,https://www.amazon.com/dp/B089T7PX27,"Arts, Crafts & Sewing",#11,"Crayola Air Dry Clay (5lbs), Teacher Supplies, Natural White Modeling Clay for Kids, Sculpting Material, Bulk Craft Supplies for Art Classrooms",11.24,"17,143",4.6 out of 5 stars
B07D4YF3K4,https://www.amazon.com/dp/B07D4YF3K4,"Arts, Crafts & Sewing",#12,"Neenah Index Cardstock, 8.5"" x 11"", 90 lb/163 gsm, White, Lightweight, 94 Brightness, 300 Sheets (91437)",13.49,"14,903",4.6 out of 5 stars
B0DD3R847F,https://www.amazon.com/dp/B0DD3R847F,"Arts, Crafts & Sewing",#13,"Acrylic Paint Set, 24 Colors (2 oz/Bottle) with 12 Art Brushes, Art Supplies for Painting Canvas, Wood, Ceramic & Fabric, Rich Pigments Lasting Quality for Beginners, Students & Professional Artist",15.31,"4,001",4.3 out of 5 stars
B0CHTZD63Q,https://www.amazon.com/dp/B0CHTZD63Q,"Arts, Crafts & Sewing",#14,"Scrapbook Tape, 4 Pack Double Sided Tape Roller for Crafts, Adhesive Glue Runner Scrapbooking Supplies Journaling School Office Teacher Supplies for Kids and Adults, 0.3IN x 26FT",6.92,"5,105",4.4 out of 5 stars
B00178QQJ8,https://www.amazon.com/dp/B00178QQJ8,"Arts, Crafts & Sewing",#16,"Mod Podge Gloss Sealer, Glue & Finish: All-in-One Craft Solution- Quick Dry, Easy Clean, for Wood, Paper, Fabric & More. Non-Toxic - Craft with Confidence, Made in USA, 16 oz., Pack of 1",7.99,"56,330",4.8 out of 5 stars
B0BHYGM2XG,https://www.amazon.com/dp/B0BHYGM2XG,"Arts, Crafts & Sewing",#17,"KALOUR 72 Count Colored Pencils for Adult Coloring Books, Soft Core,Ideal for Drawing Blending Shading,Color Pencils Set Gift for Adults Kids Beginners",9.49,"8,391",4.7 out of 5 stars
B08GKQ6BY2,https://www.amazon.com/dp/B08GKQ6BY2,"Arts, Crafts & Sewing",#19,Klangfeiler® Hemming Tape - 0.75 INCH x 32 Yards - Extra Strong - Iron-On Hem Tape Adhesive,9.99,"11,418",4.3 out of 5 stars
B089ZVY1L1,https://www.amazon.com/dp/B089ZVY1L1,"Arts, Crafts & Sewing",#21,"HTVRONT HTV Roll Heat Transfer Vinyl - 12"" x 8ft White HTV Vinyl for Shirts, Iron on Vinyl for All Cutting Machine - Easy to Cut & Weed for Heat Transfer Design (White)",8.99,"39,327",4.5 out of 5 stars
B0BC878ZRG,https://www.amazon.com/dp/B0BC878ZRG,"Arts, Crafts & Sewing",#22,"Krightlink Hot Glue Gun Kit with 30 Glue Sticks, Fast Preheating Hot Melt, High Temp for School Crafts DIY Arts and Quick Home Repairs (20w)",8.49,"2,805",4.6 out of 5 stars
B0B19J9FZM,https://www.amazon.com/dp/B0B19J9FZM,"Arts, Crafts & Sewing",#23,"Soucolor Sketch Book, Spiral Bound Acid-Free Sketchbook with 68lb/100gsm for Paper Painting, Drawing, Writing, Artist Sketching Pad for Kids, Adults & Teens, 100 Sheets (Black, 9 x 12 Inch, Pack of 1)",8.99,"6,649",4.8 out of 5 stars
B0CH4TP92N,https://www.amazon.com/dp/B0CH4TP92N,"Arts, Crafts & Sewing",#24,"XKDOUS Safety Pins - 150 Pcs Assorted Sizes Silver Pins Bulk - Small & Large Heavy Duty for Clothes, Sewing, Craft",3.99,"2,211",4.5 out of 5 stars
B000VXO4L2,https://www.amazon.com/dp/B000VXO4L2,"Arts, Crafts & Sewing",#25,"Elmer’s Disappearing Purple School Glue Sticks, Washable, 7g, 30 Count - Bulk Pack for Classrooms, 1 Teacher Brand",9.49,"42,606",4.9 out of 5 stars
B07FCNW3JK,https://www.amazon.com/dp/B07FCNW3JK,"Arts, Crafts & Sewing",#26,"Gya Labs Australian Tea Tree Essential Oil - 0.34 Fl Oz - for Hair, Skin, Diffuser, Aromatherapy & DIY Candle Making Scent",6.99,"100,123",4.4 out of 5 stars
B0D6R7FSBF,https://www.amazon.com/dp/B0D6R7FSBF,"Arts, Crafts & Sewing",#28,"Huhuhero 150Pcs Safety Pins, Large & Small Safety Pins for Clothes Sewing Craft, Nickel Plated Steel Assorted Size Pins Bulk, Art and Craft Supplies (Sliver)",3.69,"9,072",4.5 out of 5 stars
B07S7FXBNT,https://www.amazon.com/dp/B07S7FXBNT,"Arts, Crafts & Sewing",#29,"Apple Barrel Acrylic Paint, Blue Kazoo",0.58,"43,448",4.7 out of 5 stars
B01BRGU8R0,https://www.amazon.com/dp/B01BRGU8R0,"Arts, Crafts & Sewing",#30,"Amazon Basics Stainless Steel Scissors for Office, Crafts, Multipurpose, Sharp, Comfort Grip, PVD Coated, 3 Pack, Multicolor",7.55,"60,805",4.8 out of 5 stars
B016NA9V78,https://www.amazon.com/dp/B016NA9V78,Automotive,#1,"Rain-X 5079279-2 Latitude 2-In-1 Water Repellent Wiper Blades, 22 Inch Windshield Wipers (Pack Of 1), Automotive Replacement Windshield Wiper Blades With Patented Rain-X Water Repellency Formula",15.78,"115,630",4.3 out of 5 stars
B0C1Y8Z6VT,https://www.amazon.com/dp/B0C1Y8Z6VT,Automotive,#2,Kaistyle for Magsafe Car Mount【20 Strong Magnets】Magnetic Phone Holder for Car Phone Holder Mount Dash Mounted Holders Cell Phone Holders for Your Car Accessories for Women Men for iPhone 17 16 15 14,14.99,"18,014",4.4 out of 5 stars
B0CYT2JKRP,https://www.amazon.com/dp/B0CYT2JKRP,Automotive,#8,"HOMEXCEL Microfiber Cleaning Cloth 12 Pack, 12.5 x 12.5 inch Microfiber Towels for Cars, Ultra Absorbent Washing Cloth, Lint Free Streak Free Cleaning Rags for Car, Kitchen, and Window (Grey)",5.98,"7,544",4.4 out of 5 stars
B0BZZDPPRX,https://www.amazon.com/dp/B0BZZDPPRX,Automotive,#10,"All-Purpose Stainless Steel Shower Squeegee for Shower Glass Door with 2 Adhesive Hooks, Bathroom Cleaner Tool Household Window Mirror Squeegee , Cleaning Tile Wall, Car, 10 Inch Silver",9.49,"14,133",4.6 out of 5 stars
B08C7K99WW,https://www.amazon.com/dp/B08C7K99WW,Automotive,#11,"AstroAI Windshield Cleaner Tool, Car Interior Detailing Cleaning Kit with Extendable Handle and 4 Reusable Microfiber Pads, Auto Glass Wiper Brush Kit for Cars, Blue，15.9in-21in",16.99,"21,405",4.3 out of 5 stars
B07QR4Q42L,https://www.amazon.com/dp/B07QR4Q42L,Automotive,#12,"AstroAI Tire Inflator Portable Air Compressor Air Pump for Car Tires-Car Accessories, 9.8Ft Cord-12V DC-Powered Auto Pump with Digital Pressure Gauge, Emergency LED Light for Bicycle, Balloons, Yellow",31.98,"102,783",4.5 out of 5 stars
B009FUF6DM,https://www.amazon.com/dp/B009FUF6DM,Automotive,#13,"Amazon Basics Microfiber Cleaning Cloths, Ultra Absorbent, Lint Free, Streak Free, Non-Abrasive, Reusable and Washable, 16"" x 12"", Blue/White/Yellow, Pack of 24",9.59,"82,700",4.7 out of 5 stars
B01G5EA74I,https://www.amazon.com/dp/B01G5EA74I,Automotive,#14,"ANCEL AD310 Classic Enhanced Universal OBD II Scanner Car Engine Fault Code Reader CAN Diagnostic Scan Tool, Read and Clear Error Codes for 1996 or Newer OBD2 Protocol Vehicle (Black)",23.99,"58,534",4.6 out of 5 stars
B084CVBJDF,https://www.amazon.com/dp/B084CVBJDF,Automotive,#15,"Rain-X 820149 WeatherBeater Wiper Blades, 22"" Windshield Wipers (Pack of 2), Automotive Replacement Windshield Wiper Blades That Meet Or Exceed OEM Quality And Durability",29.99,"60,925",4.5 out of 5 stars
B0BNW6FFS5,https://www.amazon.com/dp/B0BNW6FFS5,Automotive,#17,"Armor All Car Cleaning Wipes, Wipes for Car Interior and Car Exterior, 90 Wipes Each",11.97,"22,603",4.5 out of 5 stars
B07W46BX31,https://www.amazon.com/dp/B07W46BX31,Automotive,#18,"NOCO GENIUS1: 1A 6V/12V Smart Battery Charger – Automatic Maintainer, Trickle Charger & Desulfator with Overcharge Protection & Temperature Compensation – For Lead-Acid & Lithium Batteries",29.95,"57,479",4.4 out of 5 stars
B07L6FJGR4,https://www.amazon.com/dp/B07L6FJGR4,Automotive,#20,GOOACC - GRC-33 240PCS Bumper Retainer Clips Car Plastic Rivets Fasteners Push Retainer Kit Most Popular Sizes Auto Push Pin Rivets Set -Door Trim Panel Fender Clips for GM Ford Toyota Honda Chrysler,10.92,"77,400",4.6 out of 5 stars
B00LM54ZD0,https://www.amazon.com/dp/B00LM54ZD0,Automotive,#22,"LITTLE TREES Car Air Freshener | Hanging Tree Provides Long Lasting Scent for Auto and Home | Black Ice, 24 Air Fresheners",18.99,"32,074",4.6 out of 5 stars
B07VCVCTHC,https://www.amazon.com/dp/B07VCVCTHC,Automotive,#23,BOSCH 22A22B ICON Beam Wiper Blades - Driver and Passenger Side - Set of 2 Blades (22A & 22B),52.99,"28,098",4.6 out of 5 stars
B0CWQ8QMKT,https://www.amazon.com/dp/B0CWQ8QMKT,Automotive,#25,"SINGARO Car Cup Holder Coaster, Silicone Cup Holder Insert, Universal Non-Slip Cup Holders, Car Accessories Interior for Women and Man Interior Sets 4 Pack Black",6.99,"6,535",4.6 out of 5 stars
B00IPS4APU,https://www.amazon.com/dp/B00IPS4APU,Automotive,#27,"Rain-X 600001 Windshield Repair Kit - Quick and Easy Durable Resin Based Windshield Repair Kit for Chips and Cracks, Good for Round Damage Below 1"" in Diameter and Cracks Smaller Than 12"" in Length",11.49,"45,429",4.0 out of 5 stars
B06X9L4WBQ,https://www.amazon.com/dp/B06X9L4WBQ,Automotive,#29,"CKAuto Tire Valve Stem Caps, Black, 4 pcs/Pack, Anodized Aluminum Tire Valve Cap Set, Corrosion Resistant, Universal Stem Covers for Cars Trucks Motorcycles SUVs and Bikes",5.99,"28,324",4.7 out of 5 stars
B0BJ13K7FR,https://www.amazon.com/dp/B0BJ13K7FR,Baby,#2,"Pampers Sensitive Baby Wipes, Water Based, Hypoallergenic and Unscented, 8 Flip-Top Packs, 4 Refill Packs (1008 Wipes Total)",41.98,"234,201",4.8 out of 5 stars
B07M6FL57T,https://www.amazon.com/dp/B07M6FL57T,Baby,#5,"Huggies Size Newborn Diapers, Little Snugglers Baby Diapers, Size Newborn (up to 10 lbs), 31 Count, Packaging May Vary",9.94,"102,994",4.8 out of 5 stars
B008KJEYLO,https://www.amazon.com/dp/B008KJEYLO,Baby,#6,"WaterWipes Sensitive+ Newborn & Baby Wipes, 3-In-1 Cleans, Cares, Protects, 99.9% Water, Unscented & Hypoallergenic, 720 Count (12 Packs)",44.97,"83,991",4.7 out of 5 stars
B08QRKY3NJ,https://www.amazon.com/dp/B08QRKY3NJ,Baby,#8,"Huggies Simply Clean Unscented Baby Diaper Wipes, 11 Flip-Top Packs (704 Wipes Total), Packaging May Vary",16.97,"72,738",4.7 out of 5 stars
B078W9SH24,https://www.amazon.com/dp/B078W9SH24,Baby,#9,"Pampers Training Pants - Easy Ups Boys & Girls Bluey - Size 3T-4T, 124 Count, Children's Potty Underwear (Packaging May Vary)",36.75,"46,403",4.7 out of 5 stars
B015XBYDLM,https://www.amazon.com/dp/B015XBYDLM,Baby,#10,"Dr. Brown’s Natural Flow Level 2 Narrow Baby Bottle Silicone Nipple, Medium Flow, 3m+, 100% Silicone Bottle Nipple, 6 Count",8.99,"102,198",4.8 out of 5 stars
B00TJ6WLV2,https://www.amazon.com/dp/B00TJ6WLV2,Baby,#12,"Pampers Diapers - Baby Dry - Size 1, 120 Count, Absorbent Disposable Infant Diaper (Packaging May Vary)",28.22,"98,086",4.7 out of 5 stars
B08PX2V7PG,https://www.amazon.com/dp/B08PX2V7PG,Baby,#13,Pampers Diapers,51.77,"24,671",4.8 out of 5 stars
B0CKV2VGX1,https://www.amazon.com/dp/B0CKV2VGX1,Baby,#15,"The Honest Company Clean Conscious Diapers for Delicate Skin, Up to 100% Leakproof Hypoallergenic Fragrance-Free Baby Diapers, Gender Neutral Prints, Club Box, Size Newborn, 72 Count (Prints May Vary)",29.99,"4,077",4.4 out of 5 stars
B00N1NBOV2,https://www.amazon.com/dp/B00N1NBOV2,Baby,#16,Amazon Baby Registry Welcome Box,35.0,"6,741",3.8 out of 5 stars
B0BJ13XWDD,https://www.amazon.com/dp/B0BJ13XWDD,Baby,#18,"Pampers Baby Wipes Aqua Pure, 99% water-based wipes, Hypoallergenic and Unscented Baby Wipes, 672 Wipes Total (12 Flip-Top Packs)",34.23,"29,784",4.8 out of 5 stars
B0BJ14XCDV,https://www.amazon.com/dp/B0BJ14XCDV,Baby,#20,"Pampers ZZZ Overnight Diapers, Size 7 (41+ lbs), 36 Count, Nighttime Protection Disposable Baby Diaper, Night Time Leak and Skin Protection",28.22,"29,622",4.8 out of 5 stars
B01IZ5F6T6,https://www.amazon.com/dp/B01IZ5F6T6,Baby,#21,"Pampers Pure Protection Baby Diapers, Size 5 (27+ lbs), 132 Count, Up to 100% Leakproof, Premium Plant-based Skin Protection, Hypoallergenic Soft Diapers",65.47,"39,537",4.7 out of 5 stars
B07XCVWZ51,https://www.amazon.com/dp/B07XCVWZ51,Baby,#22,"Pull-Ups Boys' Potty Training Pants, Size 3T-4T Training Underwear (32-40 lbs), 112 Count (4 Packs of 28), Packaging May Vary",47.2,"38,462",4.8 out of 5 stars
B0DFR6LN73,https://www.amazon.com/dp/B0DFR6LN73,Baby,#25,"Huggies Size 1 Diapers, Snug & Dry Newborn Diapers, Size 1 (8-14 lbs), 128 Count, Packaging May Vary",19.97,"67,593",4.7 out of 5 stars
B0CPPLFQKB,https://www.amazon.com/dp/B0CPPLFQKB,Baby,#27,"Wowflash Super Absorbency Disposable Leakproof Underpads with Quick Drying for Baby, Adults, Puppy, Dog Bed Pee Pads, Extra Large, XXL Incontinence Pads, 30” x 36”, 50 Count",28.49,"5,892",4.5 out of 5 stars
B0F452HXC2,https://www.amazon.com/dp/B0F452HXC2,Baby,#28,"Philips Avent Natural Response Nipples, Extra Slow Flow (Flow 1), 4-Pack, SCY961/44",13.89,795,4.7 out of 5 stars
B06XPHR7DF,https://www.amazon.com/dp/B06XPHR7DF,Baby,#29,"Lansinoh Stay Dry Disposable Nursing Pads, Soft and Super Absorbent Breast Pads, Breastfeeding Essentials for Moms, 200 Count",13.89,"54,497",4.8 out of 5 stars
B074PVTPBW,https://www.amazon.com/dp/B074PVTPBW,Beauty & Personal Care,#2,Mighty Patch™ Original patch from Hero Cosmetics – The #1 Hydrocolloid Acne Pimple Patch for Shrinking Zits and Whiteheads in 1 use; Nighttime Spot Stickers for Face and Skin (36 Count),13.0,"177,870",4.6 out of 5 stars
B07PBXXNCY,https://www.amazon.com/dp/B07PBXXNCY,Beauty & Personal Care,#3,"Clean Skin Club Clean Towels XL®, 100% USDA Biobased Face Towel, Disposable Face Towelette, Eczema Association Accepted, Makeup Remover Dry Wipes, Ultra Soft, 1 Pack, 50 Ct",18.0,"40,254",4.8 out of 5 stars
B08KT2Z93D,https://www.amazon.com/dp/B08KT2Z93D,Beauty & Personal Care,#4,"eos Shea Better Body Lotion Vanilla Cashmere, 24-Hour Moisture Skin Care, Lightweight & Non-Greasy, Natural Shea, Vegan, Vanilla Body Lotion, 16 fl oz",10.0,"48,398",4.7 out of 5 stars
B00U2VQZDS,https://www.amazon.com/dp/B00U2VQZDS,Beauty & Personal Care,#5,"Neutrogena Makeup Remover Wipes Micellar Alcohol-Free Face Towelettes Remove Waterproof Mascara & Oil, Compostable 100% Plant-Based Cloth, Dermatologist & Ophthalmologist Tested, Twin Pack 2 x 25 ct",10.0,"113,612",4.8 out of 5 stars
B0B2RM68G2,https://www.amazon.com/dp/B0B2RM68G2,Beauty & Personal Care,#7,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare, Stocking Stuffers for Teen Girls | 1.19oz(34g) x 4ea",18.0,"25,549",4.4 out of 5 stars
B08H3JPH74,https://www.amazon.com/dp/B08H3JPH74,Beauty & Personal Care,#12,"Maybelline Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",10.0,"120,913",4.5 out of 5 stars
B0BRMYHMS5,https://www.amazon.com/dp/B0BRMYHMS5,Beauty & Personal Care,#13,"medicube Collagen Overnight Wrapping Peel Off Facial Mask Pack - Elasticity & Hydration Care, Reduces Sagging & Dullness - Hydrolyzed Collagen For Glowing Skin - Korean Skin Care, 2.53 fl.oz",19.0,"12,948",4.5 out of 5 stars
B071914GGL,https://www.amazon.com/dp/B071914GGL,Beauty & Personal Care,#16,"The Ordinary Glycolic Acid 7% Exfoliating Toner, Brightening and Smoothing Daily Toner for More Even-Looking Skin Tone",13.0,"34,241",4.7 out of 5 stars
B0DPHQRLJC,https://www.amazon.com/dp/B0DPHQRLJC,Beauty & Personal Care,#17,"eos Shea Better Cashmere Body Wash, Vanilla Cashmere, Moisturizing, pH Balanced Body Wash, Creamy Gel Formula, Paraben & Phthalate Free, Sensitive Skin, 16 fl oz",10.0,"6,797",4.8 out of 5 stars
B07RK4HST7,https://www.amazon.com/dp/B07RK4HST7,Beauty & Personal Care,#18,"CeraVe Daily Moisturizing Lotion for Dry Skin, Body Lotion & Face Moisturizer with Hyaluronic Acid and Ceramides, Daily Moisturizer, Fragrance Free, Oil-Free, 19 Ounce",19.0,"136,371",4.7 out of 5 stars
B00TTD9BRC,https://www.amazon.com/dp/B00TTD9BRC,Beauty & Personal Care,#19,"CeraVe Moisturizing Cream, Body and Face Moisturizer for Dry Skin, Body Cream with Hyaluronic Acid and Ceramides, Daily Moisturizer, Oil-Free, Fragrance Free, Non-Comedogenic, 19 Ounce",16.0,"137,398",4.7 out of 5 stars
B0B9YHX8DX,https://www.amazon.com/dp/B0B9YHX8DX,Beauty & Personal Care,#21,"Wonderskin Wonder Blading All Day Lip Stain Peel Off Masque - Long Lasting, Waterproof and Transfer Proof Nude Lip Tint, Matte Finish Peel Off Lip Stain (Whimsical Masque)",22.0,"30,615",3.8 out of 5 stars
B07GB3NVN1,https://www.amazon.com/dp/B07GB3NVN1,Beauty & Personal Care,#22,"Native Deodorant Contains Naturally Derived Ingredients, 72 Hour Odor Control | Deodorant for Women and Men, Aluminum Free with Baking Soda, Coconut Oil and Shea Butter | Coconut & Vanilla",13.0,"105,765",4.4 out of 5 stars
B07GKVBQDG,https://www.amazon.com/dp/B07GKVBQDG,Beauty & Personal Care,#23,"Neutrogena Makeup Remover Wipes Singles, Individually Wrapped, Daily Facial Cleanser Towelettes, Gently Removes Oil & Makeup, Alcohol-Free, 20 ct",7.0,"69,016",4.8 out of 5 stars
B00WAJAKOU,https://www.amazon.com/dp/B00WAJAKOU,Beauty & Personal Care,#24,"e.l.f. Instant Lift Brow Pencil, Dual-Sided, Precise, Fine Tip, Shapes, Defines, Fills Brows, Contours, Combs, Tames, Neutral Brown, 0.006 Oz",4.0,"65,308",4.5 out of 5 stars
